doc_id,type,gold_label,pred_label,similarity,gold_text,pred_text
4,SPURIOUS,O,Explicit,0.000,,"As Agriculture, Manufacturing, and Services become more efficient in the coming months, workers will have nowhere to go but to the unemployment line."
4,SPURIOUS,O,Explicit,0.000,,"When that happens, the corporations which produce and deliver food will no longer have an incentive to do so."
4,SPURIOUS,O,Implicit,0.000,,The current jobless situation you read about in the news is not an ordinary part of the business cycle.
4,SPURIOUS,O,Implicit,0.000,,"I do realize that this is a very unhealthy idea to have whether or not that the idea is true or not, I just have not been able to beat it myself."
4,SPURIOUS,O,Implicit,0.000,,"I do n't think it would kill everybody, but the some few people that still know how to hunt and gather would probably survive as well people who were rich enough to have access to a lot of resources to start out with before the economy crashes."
4,SPURIOUS,O,Implicit,0.000,,The reason that the end of our current economic paradigm won't be followed by a new one is because there is nothing for us to do after the machines are doing all of the service jobs we are currently losing.
4,SPURIOUS,O,Explicit,0.000,,The cities will suffer great hunger and it will be the end of Man.
4,SPURIOUS,O,Implicit,0.000,,Why would it be the end of man?
4,SPURIOUS,O,Implicit,0.000,,The rural folk can survive without the urban folk but their standard of living will plummet due to lack of infrastructure.
5,MATCH,Explicit,Explicit,0.913,"While this may be true, has n't the killing of innocents ( and murder or rape, or destruction of property) always been considered deeply immoral ( outside of wars)?","There are many things we used to consider extreme that are now fundamental principles of our society. While this may be true, has n't the killing of innocents ( and murder or rape, or destruction of property) always been considered deeply immoral ( outside of wars)?"
5,MATCH,Implicit,Implicit,0.844,"I believe fascist neo-nazi groups, the KKK, the golden dawn or any religious extremist group like radical Islamism all fall under the far-right.","However the far-right continues to be a menace. I believe fascist neo-nazi groups, the KKK, the golden dawn or any religious extremist group like radical Islamism all fall under the far-right. These groups are always extreme fringes, and a handful of people make the world a much nastier place."
5,MISS,Implicit,O,0.000,"Most democracies are far too tolerant of extremism, especially the likes of neo-fascism, neo-nazism, radical Islamism and violent intolerance.",
5,MISS,Explicit,O,0.000,The world has been to soft on these ideologies and they need to be eliminated whenever they appear.,
5,MISS,Implicit,O,0.000,"I think some of the biggest threats to global stability comes from the political fringes. It 's either the extreme left, or the extreme right.",
5,MISS,Implicit,O,0.000,"Radicalism almost always leads to violence, and is a plague on democratic society and governments.",
5,MISS,Implicit,O,0.000,"Since communism has been relegated to just a handful of countries, the far-left has for the most part been dealt with.",
5,MISS,Implicit,O,0.000,However the far-right continues to be a menace.,
5,MISS,Implicit,O,0.000,"These groups are always extreme fringes, and a handful of people make the world a much nastier place.",
5,MISS,Implicit,O,0.000,"Often it is the leaders of such movements that prey on the weak-willed, using them as pawns in their ambitions of power.",
5,MISS,Implicit,O,0.000,"Unfortunately with the world 's obsession with free speech and personal liberty, such leaders are given a free hand.",
5,MISS,Implicit,O,0.000,On websites like twitter and facebook we see ISIS recruit blind followers.,
5,MISS,Explicit,O,0.000,"Would n't restricting"" free speech"" put brakes on this sort of recruitment?",
5,MISS,Implicit,O,0.000,"Political parties in democracies often try to keep these groups on a leash, but do not wish to eliminate them since they serve definite political goals like polarizing the electorate.",
5,MISS,Explicit,O,0.000,I see this as a major flaw in democracy.,
5,MISS,Implicit,O,0.000,Fear of losing votes from radical sympathizers leads to political groups appeasing extremism.,
5,MISS,Explicit,O,0.000,"Instead, I think governments should do much more and try to completely stamp out any signs of fascism.",
5,MISS,Explicit,O,0.000,After the horrors of World War 2 I find it completely absurd that we still put up with their ideologies.,
5,MISS,Implicit,O,0.000,"Bringing socio-economic growth to communities that feel disenfranchised just is n't enough, and their will always be a few bad apples.",
5,MISS,Implicit,O,0.000,These bad apples need to be weeded out.,
5,MISS,Implicit,O,0.000,"Instead, we allow them to spread their rot, and infect society.",
5,MISS,Implicit,O,0.000,I think some of the biggest threats to global stability comes from the political fringes.,
5,MISS,Implicit,O,0.000,The only constant is change.,
5,MISS,Implicit,O,0.000,Global stability is a myth grown out of a population that has gotten good at balancing acts.,
5,MISS,Explicit,O,0.000,The supports necessary for real stability simply do n't exist.,
5,MISS,Implicit,O,0.000,"To carry out a balancing act, you have to avoid any extreme reactions, as they only make for larger oscillations.",
5,MISS,Explicit,O,0.000,"Censorship is an extreme reaction to an extreme force, and here are two very good arguments for why should be seen as an extreme option:",
5,MISS,Implicit,O,0.000,There are many things we used to consider extreme that are now fundamental principles of our society.,
5,MISS,Implicit,O,0.000,"We claim that our old positions were wrong, and have good evidence to back this up.",
5,MISS,Implicit,O,0.000,"With this in mind, we are forced to acknowledge that we are probably making errors in other places, and may even have been led astray in one of the areas we have already changed.",
5,MISS,Implicit,O,0.000,Censorship halts this process and locks in whatever is current.,
5,MISS,Explicit,O,0.000,Censorship does not eliminate the censored individual.,
5,MISS,Explicit,O,0.000,"Indeed, they will work hard to evade the censor, carrying out their activities further from the public eye.",
5,MISS,Explicit,O,0.000,"This brings their arguments out of public discourse, where a solid counter-argument is more likely to be interjected.",
5,MISS,Explicit,O,0.000,"It also dooms any attempt to change their beliefs, as their opponents no longer understand those beliefs sufficiently to do this.",
5,MISS,Explicit,O,0.000,"Finally it gives them a true claim that they are being oppressed and targeted, which history suggests tends to strengthen a group.",
5,MISS,Explicit,O,0.000,Good arguments.,
5,MISS,Explicit,O,0.000,"Although I may disagree somewhat, I see why censorship can be dangerous.",
5,MISS,Implicit,O,0.000,One thing about censorship: do n't you think it 's a problem that the likes of ISIS some neo-nazi groups actively recruit on twitter and facebook?,
5,MISS,Explicit,O,0.000,Should't this sort of thing be stopped?,
5,MISS,Implicit,O,0.000,There are many things we used to consider extreme that are now fundamental principles of our society.,
5,MISS,Explicit,O,0.000,"We already clamp down on extremism, and potential extremists are actively monitored using existing surveillance techniques.",
5,MISS,Explicit,O,0.000,Is it really that bad to go after them just a little bit more?,
5,SPURIOUS,O,Explicit,0.000,,"Most democracies are far too tolerant of extremism, especially the likes of neo-fascism, neo-nazism, radical Islamism and violent intolerance. The world has been to soft on these ideologies and they need to be eliminated whenever they appear. I think some of the biggest threats to global stability comes from the political fringes. It 's either the extreme left, or the extreme right. Radicalism almost always leads to violence, and is a plague on democratic society and governments."
5,SPURIOUS,O,Explicit,0.000,,"Unfortunately with the world 's obsession with free speech and personal liberty, such leaders are given a free hand. On websites like twitter and facebook we see ISIS recruit blind followers. Would n't restricting"" free speech"" put brakes on this sort of recruitment?"
5,SPURIOUS,O,Implicit,0.000,,"Fear of losing votes from radical sympathizers leads to political groups appeasing extremism. Instead, I think governments should do much more and try to completely stamp out any signs of fascism. After the horrors of World War 2 I find it completely absurd that we still put up with their ideologies. Bringing socio-economic growth to communities that feel disenfranchised just is n't enough, and their will always be a few bad apples. These bad apples need to be weeded out. Instead, we allow them to spread their rot, and infect society."
5,SPURIOUS,O,Explicit,0.000,,"To carry out a balancing act, you have to avoid any extreme reactions, as they only make for larger oscillations. Censorship is an extreme reaction to an extreme force, and here are two very good arguments for why should be seen as an extreme option:"
5,SPURIOUS,O,Implicit,0.000,,"Censorship halts this process and locks in whatever is current. Censorship does not eliminate the censored individual. Indeed, they will work hard to evade the censor, carrying out their activities further from the public eye. It also dooms any attempt to change their beliefs, as their opponents no longer understand those beliefs sufficiently to do this. Finally it gives them a true claim that they are being oppressed and targeted, which history suggests tends to strengthen a group."
5,SPURIOUS,O,Implicit,0.000,,Is it really that bad to go after them just a little bit more?
6,MATCH,Explicit,Explicit,1.000,The information is gutted and moved around making the site difficult to browse if it 's something you are familiar with and less useful because the information is presented in a mobile-friendly way.,The information is gutted and moved around making the site difficult to browse if it's something you are familiar with and less useful because the information is presented in a mobile-friendly way.
6,MATCH,Explicit,Explicit,1.000,Mobile websites are a relic of the early mobile internet era and are inferior to actual websites when using your smartphone.,Mobile websites are a relic of the early mobile internet era and are inferior to actual websites when using your smartphone.
6,MATCH,Explicit,Explicit,0.994,"I believe smart phones are prevalent enough among phone users who want to use the Internet that it outweighs the"" some people do n't have smartphones"" argument.","I believe smart phones are prevalent enough among phone users who want to use the Internet that it outweighs the ""some people do not have smartphones"" argument."
6,MATCH,Explicit,Explicit,0.979,I had n't considered the obvious fact that web sites can be accessed globally and not everyone has the type of network the US enjoys.,I had not considered the obvious fact that websites can be accessed globally and not everyone has the type of network the US enjoys.
6,MISS,Implicit,O,0.000,Full disclosure I use an iPhone but any smart phone can handle this.,
6,MISS,Implicit,O,0.000,There is n't a single instance where a mobile website is preferable to a full site.,
6,MISS,Implicit,O,0.000,Websites should not default force mobile and have the option to go default and instead start default and allow mobile.,
6,MISS,Explicit,O,0.000,"As someone from a developing country, I would like to point out that mobile sites require less amount of data transfer to view than a desktop site which is a big thing for us due to slower Internet connections.",
6,SPURIOUS,O,Explicit,0.000,,Full disclosure I use an iPhone but any smart phone can handle this.
6,SPURIOUS,O,Explicit,0.000,,There is not a single instance where a mobile website is preferable to a full site.
6,SPURIOUS,O,Explicit,0.000,,Websites should not default force mobile and have the option to go default and instead start default and allow mobile.
6,SPURIOUS,O,Implicit,0.000,,"As someone from a developing country, I would like to point out that mobile sites require less amount of data transfer to view than a desktop site which is a big thing for us due to slower Internet connections."
7,MATCH,Implicit,Implicit,1.000,"If I stop eating meat today, it wo n't make any difference whatsoever and wo n't save even a single animal 's life.","If I stop eating meat today, it wo n't make any difference whatsoever and wo n't save even a single animal 's life."
7,MATCH,Implicit,Implicit,1.000,"As in never buying meat again, even as you know that doing so will not have any impact on the meat industry whatsoever, and wo n't make even an ounce of difference in the lives of animals?","As in never buying meat again, even as you know that doing so will not have any impact on the meat industry whatsoever, and wo n't make even an ounce of difference in the lives of animals?"
7,MATCH,Implicit,Implicit,1.000,"Reasoning: I used to follow option number 3, but recently started option number 1 in an attempt to line my actions up with my values.","Reasoning: I used to follow option number 3, but recently started option number 1 in an attempt to line my actions up with my values."
7,MATCH,Implicit,Implicit,1.000,"You do n't care about animals, so you 're content with paying for them to be abused for your pleasure.","You do n't care about animals, so you 're content with paying for them to be abused for your pleasure."
7,MATCH,Explicit,Explicit,0.955,You do n't agree with what is going on and stop supporting it.,You do n't agree with what is going on and stop supporting it. Stop supporting it how?
7,MISS,Implicit,O,0.000,I believe you have three choices once you discover the suffering animals endure in the meat industry ...,
7,MISS,Explicit,O,0.000,You do n't agree with what is going on and stop supporting it.,
7,MISS,Explicit,O,0.000,"You do n't agree with what is going on, but try to put it to the back of your mind and continue to support it.",
7,MISS,Explicit,O,0.000,I suspect this way of looking at it is still somewhat simplistic however,
7,MISS,Explicit,O,0.000,so feel free to prove me wrong.,
7,MISS,Explicit,O,0.000,Stop supporting it how?,
7,MISS,Explicit,O,0.000,What 's the point?,
7,MISS,Explicit,O,0.000,"The only way to make real change in industries like this is to organize and participate in a boycott on a wide-scale level, and / or to petition the government to make regulation changes.",
7,MISS,Implicit,O,0.000,"I would n't buy ivory, dog leather or fur for the same reasons",
7,MISS,Implicit,O,0.000,I find meat disgusting based on what I 've seen and want no part of endorsing it whether it makes any difference overall or not.,
7,SPURIOUS,O,Explicit,0.000,,I believe you have three choices once you discover the suffering animals endure in the meat industry ...
7,SPURIOUS,O,Implicit,0.000,,You do n't agree with what is going on and stop supporting it.
7,SPURIOUS,O,Implicit,0.000,,"You do n't agree with what is going on, but try to put it to the back of your mind and continue to support it."
7,SPURIOUS,O,Implicit,0.000,,I suspect this way of looking at it is still somewhat simplistic however so feel free to prove me wrong.
7,SPURIOUS,O,Implicit,0.000,,What 's the point?
7,SPURIOUS,O,Implicit,0.000,,"The only way to make real change in industries like this is to organize and participate in a boycott on a wide-scale level, and / or to petition the government to make regulation changes."
7,SPURIOUS,O,Explicit,0.000,,"I would n't buy ivory, dog leather or fur for the same reasons I find meat disgusting based on what I 've seen and want no part of endorsing it whether it makes any difference overall or not."
8,MATCH,Implicit,Implicit,1.000,"Some might argue that soldiers do the US a disservice rather than help, but that ’s [ usually] the fault of their leaders and therefore not relevant to the debate.","Some might argue that soldiers do the US a disservice rather than help, but that ’s [ usually] the fault of their leaders and therefore not relevant to the debate."
8,MATCH,Implicit,Implicit,1.000,"It seems that medical responders ( even hospital staff, actually) and other emergency services do more good for society than soldiers and that such discounts should be given to them.","It seems that medical responders ( even hospital staff, actually) and other emergency services do more good for society than soldiers and that such discounts should be given to them."
8,MATCH,Explicit,Explicit,1.000,"For those of you who do n’t know, it ’s common ( at least in the US) for businesses, transit agencies, etc. to give small discounts to military veterans to thank them for their service.","For those of you who do n’t know, it ’s common ( at least in the US) for businesses, transit agencies, etc. to give small discounts to military veterans to thank them for their service."
8,MATCH,Implicit,Implicit,0.994,’s not like the dispatcher chooses which calls to answer based on insurance policies.,It ’s not like the dispatcher chooses which calls to answer based on insurance policies.
8,MATCH,Implicit,Implicit,0.907,"’m really hoping there ’s a good reason behind the status quo, but we ’ll see.","I ’m really hoping there ’s a good reason behind the status quo, but we ’ll see. It looks like there ’s even less reason behind it than I initially thought, actually."
8,MISS,Implicit,O,0.000,"EMTs, SAR, firefighters, police, etc. should receive “military discounts”.",
8,MISS,Implicit,O,0.000,"As for the “ They ’re not risking their lives for our country."" argument, police officers do that too, and for citizens rather than the country and its interests.",
8,MISS,Implicit,O,0.000,I,
8,MISS,Implicit,O,0.000,"It looks like there ’s even less reason behind it than I initially thought, actually.",
8,MISS,Implicit,O,0.000,"In summary, I think that EMS people are just as deserving of these discounts",
8,MISS,Implicit,O,0.000,many more people contribute enough to be placed in the same category,
8,MISS,Implicit,O,0.000,but I now believe - for the same reason - that these discounts should n’t be offered at all.,
8,MISS,Implicit,O,0.000,"Sure firefighters, EMT 's, and nurses do great things for people... for those who have money and great insurance.",
8,MISS,Implicit,O,0.000,It,
8,SPURIOUS,O,Explicit,0.000,,"EMTs, SAR, firefighters, police, etc. should receive “military discounts”."
8,SPURIOUS,O,Explicit,0.000,,"As for the “ They ’re not risking their lives for our country."" argument, police officers do that too, and for citizens rather than the country and its interests."
8,SPURIOUS,O,Explicit,0.000,,"In summary, I think that EMS people are just as deserving of these discounts many more people contribute enough to be placed in the same category but I now believe - for the same reason - that these discounts shouldn’t be offered at all."
8,SPURIOUS,O,Explicit,0.000,,"Sure firefighters, EMT 's, and nurses do great things for people... for those who have money and great insurance."
